DEVICE;TYPEID;M;N;K;S;GFLOPS;BS;BM;BN;BK;WS;WG;LU;NZ;AL;TB;TC;AP;AA;AB;AC
Intel(R) Arc(TM) B580 Graphics [0xe20b];3;23;23;23;30000;573.4;24;23;1;1;23;0;1;0;0;0;1;0;2;0;0;0
