DEVICE;TYPEID;M;N;K;S;GFLOPS;BS;BM;BN;BK;WS;WG;LU;NZ;AL;TB;TC;AP;AA;AB;AC
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;20;32;30000;2623.2;15;5;1;1;20;0;-1;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;24;5;30000;1532.1;20;5;1;1;1;0;-1;0;0;0;1;0;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;24;13;30000;2277.3;15;5;1;1;1;0;0;0;0;0;1;0;2;2;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;24;16;30000;2575.7;15;5;1;1;24;0;-2;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;24;24;30000;2883.1;15;5;1;1;24;0;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;24;26;30000;2909.7;15;5;1;1;24;0;-2;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;24;32;30000;2987.1;15;5;1;1;24;1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;25;4;30000;1285.1;15;5;1;4;25;-2;-2;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;25;5;30000;1454.1;15;5;1;5;25;1;0;0;0;0;1;0;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;25;7;30000;1803.7;15;5;1;5;25;1;-2;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;25;9;30000;1982.4;15;5;1;1;25;0;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;25;13;30000;2183.5;15;5;1;1;25;1;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;25;25;30000;2430.1;15;5;1;1;25;-2;0;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;25;26;30000;2423.9;15;5;1;1;25;-1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;25;28;30000;2451.0;15;5;1;1;25;0;0;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;25;32;30000;2479.6;15;5;1;1;25;-2;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;25;45;30000;2475.6;15;5;1;1;25;0;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;26;4;30000;1425.8;15;5;1;1;26;0;-2;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;26;5;30000;1635.4;15;5;1;1;1;0;-1;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;26;7;30000;1924.6;15;5;1;1;26;0;-1;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;26;9;30000;2110.8;15;5;1;1;26;1;0;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;26;13;30000;2302.8;15;5;1;5;26;-2;-1;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;26;16;30000;2457.2;15;5;1;1;26;0;-1;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;26;24;30000;2585.8;15;5;1;1;26;1;0;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;26;25;30000;2617.4;15;5;1;1;26;0;-1;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;26;26;30000;2561.9;15;5;1;1;26;0;-2;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;26;28;30000;2611.3;15;5;1;1;26;0;-2;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;26;32;30000;2631.5;15;5;1;1;26;0;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;26;45;30000;2400.5;8;5;1;1;26;0;-2;0;0;0;1;0;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;28;4;30000;1492.0;15;5;1;5;28;1;0;0;0;0;1;0;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;28;5;30000;1678.7;15;5;1;4;28;-2;-1;0;0;0;1;0;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;28;7;30000;2085.5;15;5;1;2;28;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;28;9;30000;2360.6;15;5;1;5;28;1;-2;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;28;13;30000;2609.3;15;5;1;1;28;0;-2;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;28;14;30000;2653.1;15;5;1;1;28;0;-2;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;28;25;30000;2922.5;15;5;1;1;28;0;-2;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;28;26;30000;2907.4;15;5;1;1;28;0;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;28;28;30000;2978.7;15;5;1;1;28;0;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;28;32;30000;2984.1;15;5;1;1;28;-2;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;28;45;30000;2911.1;15;5;1;1;28;-2;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;32;4;30000;1558.3;15;5;1;1;32;0;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;32;5;30000;1834.1;25;5;1;1;32;-1;-2;0;0;0;1;0;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;32;6;30000;2092.9;25;5;1;1;32;1;-1;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;32;7;30000;2104.3;15;5;1;1;32;-2;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;32;9;30000;2420.5;15;5;1;1;32;1;-2;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;32;13;30000;2720.0;15;5;1;5;32;-2;-1;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;32;17;30000;42254.4;52;5;1;5;32;-2;0;0;0;0;1;0;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;32;20;30000;3062.3;15;5;1;1;32;1;0;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;32;24;30000;3154.0;15;5;1;1;32;-2;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;32;25;30000;3292.8;15;5;1;1;32;0;-1;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;32;26;30000;3085.0;16;5;1;1;32;1;-2;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;32;28;30000;3260.2;15;5;1;1;32;0;0;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;32;32;30000;3155.5;16;5;1;1;32;0;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;32;45;30000;3241.4;15;5;1;1;32;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;45;4;30000;1680.0;25;5;1;2;45;1;-1;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;45;5;30000;1890.4;30;5;1;4;45;1;-1;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;45;7;30000;2190.5;30;5;1;2;45;-2;-1;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;45;9;30000;2245.9;30;5;1;4;45;1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;45;13;30000;2253.7;15;5;1;4;45;-1;-2;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;45;25;30000;2550.4;8;5;1;1;45;-1;0;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;45;26;30000;2537.8;8;5;1;1;45;1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;45;28;30000;2529.2;8;5;1;1;45;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;45;32;30000;2576.7;7;5;1;1;45;1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;5;45;45;30000;2333.5;7;5;1;1;45;-1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;6;5;20;30000;998.7;8;6;1;1;6;0;0;0;0;0;1;0;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;6;5;32;30000;1106.2;8;6;1;1;6;0;0;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;6;6;6;30000;743.8;13;6;1;1;1;0;0;0;0;0;1;0;2;2;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;6;6;7;30000;726.6;10;6;1;1;6;0;0;0;0;0;1;0;0;2;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;6;6;8;30000;845.4;15;6;1;1;6;0;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;6;6;20;30000;1260.0;8;6;1;1;6;-2;-1;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;6;6;32;30000;1224.6;15;6;1;1;6;-1;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;6;7;6;30000;906.9;15;6;1;1;7;-2;-2;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;6;7;7;30000;870.5;15;6;1;1;7;-2;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;6;7;8;30000;970.0;15;6;1;1;7;0;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;6;8;6;30000;905.9;15;6;1;1;1;-1;-2;0;0;0;1;0;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;6;8;7;30000;935.2;15;6;1;1;8;1;-2;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;6;8;8;30000;1038.2;15;6;1;1;8;0;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;6;13;20;30000;2134.0;15;6;1;1;13;1;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;6;13;32;30000;2315.8;15;6;1;2;13;-1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;6;20;5;30000;1516.6;15;6;1;5;20;1;0;0;0;0;1;0;0;2;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;6;20;6;30000;1667.1;22;6;1;1;20;1;0;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;6;20;13;30000;2385.0;15;6;1;1;20;0;-2;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;6;20;20;30000;2724.9;15;6;1;1;20;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;6;20;32;30000;3057.5;15;6;1;1;20;0;0;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;6;32;5;30000;1966.7;25;6;1;1;32;-2;-2;0;0;0;1;0;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;6;32;6;30000;2214.1;25;6;1;1;32;-1;0;0;0;0;1;0;0;2;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;6;32;13;30000;2967.4;15;6;1;2;32;-1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;6;32;20;30000;3406.1;15;6;1;1;32;0;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;6;32;32;30000;3528.7;15;6;1;5;32;-2;-2;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;4;4;30000;406.1;15;7;1;1;1;-1;0;0;0;0;1;0;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;4;5;30000;477.9;11;7;1;1;1;0;0;0;0;0;1;0;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;4;7;30000;557.7;11;7;1;7;7;1;-2;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;4;9;30000;664.5;15;7;1;3;7;-1;-2;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;4;13;30000;716.6;8;7;1;1;1;0;0;0;0;0;1;0;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;4;25;30000;935.5;8;7;1;1;7;-1;0;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;4;26;30000;958.4;8;7;1;1;7;-1;0;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;4;28;30000;957.2;8;7;1;1;7;-1;0;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;4;32;30000;915.3;15;7;1;1;7;-1;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;4;45;30000;990.0;8;7;1;1;7;-1;0;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;5;4;30000;475.6;13;7;1;1;7;-1;0;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;5;5;30000;574.9;13;7;1;6;1;1;0;0;0;0;1;0;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;5;7;30000;658.7;11;7;1;3;7;0;0;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;5;9;30000;803.6;15;7;1;2;7;0;-1;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;5;13;30000;844.8;8;7;1;1;1;-2;0;0;0;0;1;0;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;5;25;30000;575.3;8;7;1;6;7;1;1;0;0;0;1;0;1;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;5;26;30000;1138.2;8;7;1;1;7;-1;0;0;0;0;1;0;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;5;28;30000;1063.0;15;7;1;1;7;1;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;5;32;30000;1122.1;15;7;1;1;7;-1;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;5;45;30000;1212.8;8;7;1;1;7;-1;0;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;6;6;30000;715.0;11;7;1;1;1;-1;0;0;0;0;1;0;0;2;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;6;7;30000;799.0;11;7;1;5;7;-1;-2;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;6;8;30000;928.0;15;7;1;5;7;0;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;7;4;30000;671.5;15;7;1;1;7;0;0;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;7;5;30000;799.9;13;7;1;1;1;-1;0;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;7;6;30000;864.7;12;7;1;1;1;1;0;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;7;7;30000;898.6;12;7;1;3;1;-1;0;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;7;8;30000;1046.0;15;7;1;1;7;1;-2;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;7;9;30000;1095.4;15;7;1;1;7;0;-2;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;7;13;30000;1266.7;15;7;1;1;7;-1;-1;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;7;25;30000;1502.6;15;7;1;5;7;1;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;7;26;30000;1511.0;8;7;1;1;7;-1;0;0;0;0;1;0;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;7;28;30000;1492.4;15;7;1;1;7;-2;0;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;7;32;30000;1570.2;15;7;1;1;7;-1;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;7;45;30000;1682.7;15;7;1;1;7;0;-1;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;8;6;30000;893.7;15;7;1;1;1;-1;0;0;0;0;1;0;0;2;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;8;7;30000;1007.3;15;7;1;1;8;1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;8;8;30000;1117.5;15;7;1;1;8;-2;-2;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;9;4;30000;735.8;15;7;1;1;9;1;-1;0;0;0;1;0;2;2;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;9;5;30000;878.2;15;7;1;1;9;-1;0;0;0;0;1;0;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;9;7;30000;1086.0;15;7;1;1;9;0;-1;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;9;9;30000;1284.7;15;7;1;1;9;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;9;13;30000;1513.7;15;7;1;1;9;1;0;0;1;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;9;25;30000;1809.7;15;7;1;1;9;1;0;0;1;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;9;26;30000;1815.0;15;7;1;1;9;-2;0;0;1;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;9;28;30000;1864.7;15;7;1;1;9;-2;0;0;1;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;9;32;30000;1844.4;15;7;1;1;9;1;-2;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;9;45;30000;1866.0;15;7;1;1;9;1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;13;4;30000;1124.8;15;7;1;1;13;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;13;5;30000;1232.2;15;7;1;1;1;1;-1;0;0;0;1;0;0;2;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;13;7;30000;1539.8;15;7;1;1;13;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;13;13;30000;2072.1;15;7;1;1;13;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;32;13;30000;3169.4;25;7;1;1;32;-1;0;0;1;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;32;25;30000;3832.5;15;7;1;1;32;-1;0;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;32;26;30000;3810.2;15;7;1;1;32;1;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;32;28;30000;3781.9;15;7;1;1;32;-1;0;0;1;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;32;32;30000;4049.6;15;7;1;1;32;0;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;32;45;30000;3896.0;15;7;1;1;32;-1;-2;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;45;4;30000;1780.3;32;7;1;2;45;1;1;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;45;5;30000;2170.0;43;7;1;7;45;1;0;0;0;0;1;0;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;45;7;30000;2503.6;31;7;1;7;45;-1;0;0;1;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;45;9;30000;2834.6;30;7;1;6;45;1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;45;13;30000;3029.6;30;7;1;3;45;0;0;0;1;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;45;25;30000;3189.6;10;7;1;1;45;-2;0;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;45;26;30000;3198.0;10;7;1;1;45;-1;0;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;45;28;30000;3276.1;8;7;1;1;45;1;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;45;32;30000;3147.9;8;7;1;1;45;0;-2;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;7;45;45;30000;2897.6;9;7;1;1;45;0;-2;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;8;6;6;30000;783.4;13;8;1;4;8;1;-2;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;8;6;7;30000;905.4;15;8;1;3;8;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;8;6;8;30000;984.3;15;8;1;6;8;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;8;7;6;30000;904.2;13;8;1;7;1;1;0;0;1;0;1;0;2;2;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;8;7;7;30000;1000.7;15;8;1;7;8;1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;8;7;8;30000;1086.9;15;8;1;4;8;0;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;8;8;6;30000;976.3;15;8;1;1;8;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;8;8;7;30000;1065.8;15;8;1;3;8;-1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;8;8;8;30000;1047.4;13;8;1;4;1;1;-2;0;0;0;1;0;0;2;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;4;4;30000;766.8;10;1;4;5;1;-2;0;0;0;0;1;0;2;2;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;4;5;30000;517.8;12;9;1;1;1;1;0;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;4;7;30000;652.2;15;9;1;1;9;1;0;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;4;9;30000;770.9;15;9;1;1;9;-1;0;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;4;13;30000;838.5;15;9;1;1;9;1;0;0;1;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;4;25;30000;1028.3;15;9;1;1;9;1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;4;26;30000;1014.6;15;9;1;1;9;0;0;0;1;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;4;28;30000;1083.7;8;9;1;1;9;-2;0;0;0;0;1;0;0;1;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;4;32;30000;1046.6;15;9;1;1;9;1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;4;45;30000;1169.2;15;9;1;1;9;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;5;4;30000;548.2;15;9;1;5;9;-1;-2;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;5;5;30000;569.5;15;9;1;1;1;1;-2;0;0;0;1;0;0;2;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;5;7;30000;756.3;15;9;1;9;9;-2;-1;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;5;9;30000;879.0;15;9;1;1;9;-1;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;5;13;30000;1002.3;15;9;1;1;9;1;0;0;1;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;5;25;30000;1294.8;8;9;1;1;9;-2;0;0;0;0;1;0;0;1;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;5;26;30000;1175.5;15;9;1;1;9;-1;0;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;9;5;28;30000;665.5;8;9;1;1;9;0;-2;0;0;0;1;0;0;0;0;0
