DEVICE;TYPEID;M;N;K;S;GFLOPS;BS;BM;BN;BK;WS;WG;LU;NZ;AL;TB;TC;AP;AA;AB;AC
NVIDIA A100 80GB PCIe [0x1f79];3;13;7;4;30000;677.2;14;13;1;10;0;1;-2;0;0;1;1;0;1;1;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;13;7;5;30000;793.7;18;13;1;4;0;-1;0;1;1;1;1;1;1;0;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;13;7;7;30000;823.5;17;13;1;3;0;-2;1;1;1;1;1;0;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;13;7;13;30000;1964.4;10;1;4;4;0;-1;-2;1;0;1;1;0;2;1;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;13;9;4;30000;742.9;18;13;1;12;0;-1;0;1;0;1;1;1;1;2;1;0
NVIDIA A100 80GB PCIe [0x1f79];3;13;13;4;30000;1400.6;18;13;1;12;0;0;-2;1;0;1;1;0;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;13;13;5;30000;1621.5;24;13;1;3;0;0;0;1;0;0;1;0;1;0;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;13;13;7;30000;1724.7;20;13;1;8;0;0;0;1;0;1;1;1;1;0;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;13;13;13;30000;2060.3;9;13;1;4;0;-2;1;1;0;0;1;0;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;13;13;17;30000;2118.9;7;13;1;12;0;1;-1;0;0;0;1;0;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;13;13;32;30000;2233.4;9;13;1;13;0;0;0;0;0;0;1;0;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;13;17;4;30000;1447.3;18;13;1;11;0;-2;-1;0;0;0;1;0;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;13;17;5;30000;1731.2;19;13;1;13;0;-1;-1;1;0;0;1;1;1;0;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;13;17;13;30000;2488.8;15;13;1;9;0;-2;0;0;0;0;1;1;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;13;17;17;30000;2660.3;15;13;1;5;0;1;-2;0;0;1;1;1;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;13;17;32;30000;2741.6;26;13;1;11;0;-2;0;1;0;0;1;1;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;13;32;4;30000;2075.1;26;13;1;8;0;-2;-1;1;0;0;1;1;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;13;32;5;30000;2204.7;18;13;1;4;0;-1;0;0;0;0;1;1;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;13;32;13;30000;3843.7;20;13;1;13;0;1;-1;0;0;0;1;1;1;0;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;13;32;17;30000;4045.1;26;13;1;9;0;-1;-1;0;0;0;1;0;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;13;32;32;30000;4445.1;12;13;1;6;1;0;-2;0;0;0;1;0;1;0;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;15;4;4;30000;1263.0;10;2;1;2;1;0;0;0;1;0;1;0;0;0;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;15;15;15;30000;2386.5;15;15;1;2;0;-1;0;1;0;0;1;1;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;16;9;9;30000;1002.9;10;16;1;8;0;0;0;1;1;1;1;0;1;1;1;0
NVIDIA A100 80GB PCIe [0x1f79];3;16;9;16;30000;1346.9;10;16;1;4;0;0;0;0;0;0;1;0;1;0;1;0
NVIDIA A100 80GB PCIe [0x1f79];3;16;9;22;30000;1388.3;20;16;1;7;0;0;-1;0;0;0;1;1;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;16;16;9;30000;2457.5;15;16;1;2;0;0;0;1;0;0;1;0;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;16;16;16;30000;2512.6;12;16;1;2;0;-1;-1;1;0;0;1;1;1;0;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;16;16;22;30000;2488.2;11;16;1;14;0;1;-1;1;1;0;1;1;1;0;1;0
NVIDIA A100 80GB PCIe [0x1f79];3;16;22;9;30000;2296.7;13;16;1;14;0;1;0;1;0;0;1;1;1;2;1;0
NVIDIA A100 80GB PCIe [0x1f79];3;16;22;16;30000;2087.4;23;16;1;3;0;-2;-2;1;0;0;1;1;1;0;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;16;22;22;30000;2524.5;31;16;1;7;0;-1;-1;1;0;1;1;1;1;0;1;0
NVIDIA A100 80GB PCIe [0x1f79];3;17;4;4;30000;664.9;10;17;1;3;1;-1;2;0;0;0;1;0;2;0;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;17;4;5;30000;1201.4;9;2;2;9;0;-1;-1;1;1;0;1;0;2;0;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;17;4;13;30000;1519.9;9;3;1;15;0;-2;-1;0;1;0;1;1;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;17;4;17;30000;979.3;12;17;1;7;1;-1;2;0;1;0;1;0;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;17;4;32;30000;2035.4;11;17;1;9;1;0;2;0;0;0;1;0;1;0;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;17;5;4;30000;1242.1;14;3;1;3;0;0;-2;0;0;0;1;0;0;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;17;5;5;30000;874.8;10;17;1;15;1;0;2;0;1;0;1;0;2;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;17;5;13;30000;1737.8;10;1;5;13;0;-1;-2;0;1;1;1;1;2;1;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;17;5;17;30000;948.3;7;17;1;16;1;-2;3;0;0;0;1;0;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;17;5;32;30000;938.9;3;17;1;17;1;1;2;0;1;0;1;0;1;0;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;17;13;4;30000;1481.3;19;9;1;5;0;0;-1;0;0;0;1;0;0;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;17;13;5;30000;1564.0;14;17;1;16;0;-2;-2;0;0;0;1;1;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;17;13;13;30000;1964.9;9;17;1;12;1;0;2;0;1;0;1;0;1;0;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;17;13;17;30000;2038.2;11;17;1;12;1;1;2;0;0;0;1;0;1;0;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;17;13;32;30000;2327.3;26;17;1;4;0;-1;-2;0;0;0;1;1;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;17;17;4;30000;1919.2;24;17;1;14;0;0;-2;0;1;0;1;0;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;17;17;5;30000;2058.3;18;17;1;15;0;0;-1;0;0;0;1;0;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;17;17;13;30000;2687.3;15;17;1;9;0;0;-2;0;0;0;1;0;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;17;17;17;30000;2872.3;24;17;1;17;0;0;0;0;0;0;1;0;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;17;17;32;30000;2952.4;7;17;1;16;0;0;-1;0;0;0;1;0;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;17;32;4;30000;2390.0;18;17;1;6;0;-2;-2;1;1;0;1;1;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;17;32;5;30000;2721.7;18;17;1;17;0;-1;-2;1;1;0;1;1;1;0;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;17;32;13;30000;4390.1;20;17;1;10;0;-1;0;1;0;1;1;1;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;17;32;17;30000;4549.3;20;17;1;14;0;1;0;0;0;0;1;0;1;0;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;17;32;32;30000;5243.3;24;17;1;2;1;0;-2;1;1;0;1;1;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;20;20;20;30000;3511.6;24;20;1;17;0;1;-1;0;0;1;1;0;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;22;9;9;30000;1314.8;18;22;1;11;0;1;-1;0;1;1;1;1;1;0;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;22;9;16;30000;1133.7;18;22;1;6;0;-1;-1;1;1;1;1;0;1;1;1;0
NVIDIA A100 80GB PCIe [0x1f79];3;22;9;22;30000;1432.1;7;22;1;3;0;-1;-2;0;0;0;1;0;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;22;9;32;30000;2228.7;24;22;1;7;22;-2;3;0;0;0;1;0;1;0;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;22;16;9;30000;1829.0;13;22;1;10;0;1;0;0;1;1;1;1;1;1;1;0
NVIDIA A100 80GB PCIe [0x1f79];3;22;16;16;30000;2431.2;7;22;1;3;0;1;-1;1;1;0;1;0;1;0;1;0
NVIDIA A100 80GB PCIe [0x1f79];3;22;16;22;30000;2810.8;24;22;1;9;0;1;0;1;1;0;1;1;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;22;22;9;30000;3371.7;24;22;1;5;0;0;0;1;0;0;1;0;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;22;22;16;30000;3104.9;15;22;1;15;0;-1;0;1;0;0;1;1;1;0;1;0
NVIDIA A100 80GB PCIe [0x1f79];3;22;22;22;30000;3980.4;24;22;1;22;0;0;-2;1;0;1;1;0;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;22;22;32;30000;4146.7;24;22;1;13;1;0;-2;0;0;0;1;0;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;22;32;9;30000;3787.3;15;22;1;9;0;-1;1;1;1;0;1;0;1;0;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;22;32;22;30000;5412.0;24;22;1;19;0;0;-2;1;0;1;1;1;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;22;32;32;30000;5584.1;24;22;1;15;1;-2;-2;0;1;1;1;1;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;23;23;23;30000;4240.4;24;23;1;15;1;0;-2;0;0;0;1;0;1;0;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;24;24;24;30000;3485.6;18;24;1;17;1;-1;2;1;1;0;1;1;1;0;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;25;4;4;30000;436.2;19;25;1;10;0;1;1;0;0;1;1;0;1;1;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;25;4;5;30000;941.2;11;25;1;25;25;0;4;0;0;0;1;0;0;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;25;5;4;30000;586.6;5;25;1;14;0;-2;0;0;1;0;1;0;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;25;25;25;30000;4688.8;24;25;1;13;1;1;-2;1;0;0;1;0;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;26;4;4;30000;499.7;18;26;1;3;0;0;-2;0;0;0;1;1;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;28;4;4;30000;982.4;14;28;1;16;1;1;4;0;0;0;1;0;2;0;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;28;28;28;30000;5084.4;25;28;1;3;1;1;-2;1;0;1;1;1;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;30;30;30;30000;5088.5;41;30;1;16;1;-2;-2;1;0;0;1;0;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;32;4;4;30000;1826.2;19;2;2;32;0;-1;-1;0;1;0;1;0;0;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;32;4;5;30000;2000.6;10;1;4;26;0;1;0;0;0;0;1;1;2;0;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;32;4;13;30000;1252.1;9;32;1;3;1;1;4;0;1;0;1;0;1;0;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;32;4;17;30000;1348.9;10;32;1;29;1;-1;4;0;1;0;1;0;1;0;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;32;4;32;30000;1961.0;24;4;1;6;0;-2;1;1;0;1;1;0;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;32;5;4;30000;1265.7;34;2;2;13;0;0;0;1;1;1;1;0;0;0;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;32;5;5;30000;1818.2;20;1;5;14;0;1;0;1;1;1;1;0;2;0;1;0
NVIDIA A100 80GB PCIe [0x1f79];3;32;5;13;30000;2906.1;10;1;5;19;0;-2;-1;0;0;1;1;1;0;1;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;32;5;17;30000;1232.8;20;32;1;3;1;0;4;0;0;0;1;0;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;32;5;32;30000;1450.5;20;32;1;9;1;-1;4;0;1;0;1;0;2;0;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;32;9;9;30000;1988.0;24;3;5;26;0;-1;0;0;1;0;1;1;2;2;1;0
NVIDIA A100 80GB PCIe [0x1f79];3;32;9;22;30000;2271.1;25;3;6;23;0;-2;0;0;0;1;1;1;2;1;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;32;9;32;30000;2514.8;11;5;1;4;0;0;-1;1;1;0;1;1;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;32;13;4;30000;1717.5;18;32;1;30;0;0;-1;1;0;0;1;1;1;0;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;32;13;5;30000;3625.6;13;1;13;32;0;0;1;0;1;0;1;1;0;1;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;32;13;13;30000;3340.6;6;1;7;31;0;-1;-1;1;0;1;1;0;2;1;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;32;13;17;30000;2371.1;8;32;1;25;0;-2;0;1;0;0;1;0;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;32;13;32;30000;2654.9;35;32;1;4;1;-1;4;0;0;0;1;0;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;32;17;4;30000;1938.2;24;32;1;13;0;1;1;0;0;1;1;1;1;0;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;32;17;5;30000;2013.2;18;32;1;13;1;0;-1;0;0;0;1;0;1;0;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;32;17;13;30000;2621.6;25;32;1;27;0;-2;0;1;0;1;1;1;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;32;17;17;30000;2607.6;25;32;1;11;0;0;0;0;0;0;1;1;1;2;1;0
NVIDIA A100 80GB PCIe [0x1f79];3;32;17;32;30000;2691.0;9;32;1;23;1;0;4;0;1;0;1;0;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;32;22;9;30000;2812.2;28;32;1;11;0;-1;1;1;1;0;1;1;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;32;22;22;30000;3607.7;36;32;1;7;1;-1;-1;0;0;0;1;1;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;32;22;32;30000;3570.1;28;32;1;31;1;-2;4;1;0;1;1;1;1;1;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;32;32;4;30000;2869.8;38;32;1;17;0;1;0;1;0;1;1;0;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;32;32;5;30000;3285.9;26;32;1;22;0;1;-2;1;0;1;1;0;1;0;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;32;32;9;30000;4398.4;41;32;1;2;0;0;0;1;0;1;1;0;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;32;32;13;30000;5176.5;40;32;1;6;1;0;-2;1;0;0;1;0;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;32;32;17;30000;5537.8;24;32;1;16;1;-2;0;1;0;0;1;0;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;32;32;22;30000;5610.5;24;32;1;8;1;0;-2;1;0;0;1;0;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;32;32;32;30000;5975.0;24;32;1;30;1;0;-2;0;0;0;1;0;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;35;35;35;30000;3708.8;10;35;1;35;1;0;0;1;0;0;1;1;1;2;1;0
NVIDIA A100 80GB PCIe [0x1f79];3;36;36;36;30000;3894.9;41;36;1;9;1;-1;4;1;0;1;1;1;1;0;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;40;40;40;30000;3769.9;21;40;1;20;1;1;0;0;0;0;1;0;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;45;45;45;30000;4731.1;35;45;1;39;45;0;-2;0;0;0;1;0;1;2;0;0
NVIDIA A100 80GB PCIe [0x1f79];3;64;64;64;30000;4989.6;10;64;1;9;64;1;2;0;1;0;1;0;1;0;0;0
