DEVICE;TYPEID;M;N;K;S;GFLOPS;BS;BM;BN;BK;WS;WG;LU;NZ;AL;TB;TC;AP;AA;AB;AC
NVIDIA H100 PCIe [0xa32d];3;13;17;17;30000;3457.8;17;13;1;2;1;1;1;0;0;0;1;0;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;13;17;32;30000;4023.8;22;13;1;7;1;0;-1;0;0;0;1;0;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;13;32;4;30000;2934.6;25;13;1;13;1;-2;-2;1;1;0;1;1;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;13;32;5;30000;3432.6;26;13;1;11;1;1;-1;1;0;0;1;0;1;0;0;0
NVIDIA H100 PCIe [0xa32d];3;13;32;13;30000;4884.6;22;13;1;13;1;-1;0;0;0;0;1;0;1;0;0;0
NVIDIA H100 PCIe [0xa32d];3;13;32;17;30000;5135.8;25;8;1;4;1;0;4;0;0;0;1;1;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;13;32;32;30000;6666.4;25;13;1;11;1;-1;-1;0;0;0;1;0;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;15;4;4;30000;774.2;9;8;1;11;1;0;2;1;0;0;1;0;2;2;0;0
NVIDIA H100 PCIe [0xa32d];3;15;15;15;30000;3478.3;21;15;1;8;1;-2;-1;0;0;0;1;0;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;16;9;9;30000;2233.4;14;8;1;9;1;0;4;0;0;0;1;0;2;2;0;0
NVIDIA H100 PCIe [0xa32d];3;16;9;16;30000;2274.0;11;8;1;4;16;-1;3;0;0;0;1;0;2;2;0;0
NVIDIA H100 PCIe [0xa32d];3;16;9;22;30000;2373.7;15;8;1;6;16;1;0;0;1;0;1;0;0;2;1;0
NVIDIA H100 PCIe [0xa32d];3;16;16;9;30000;3357.8;22;16;1;10;1;0;-1;0;0;0;1;0;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;16;16;16;30000;3606.9;13;16;1;3;1;1;-1;0;0;0;1;1;1;0;0;0
NVIDIA H100 PCIe [0xa32d];3;16;16;22;30000;4063.9;24;16;1;10;1;-2;-1;0;0;0;1;0;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;16;22;9;30000;3581.8;17;16;1;10;1;1;-1;1;0;0;1;0;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;16;22;16;30000;4258.9;18;16;1;9;1;0;-2;1;0;1;1;1;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;16;22;22;30000;4575.8;15;16;1;12;1;0;0;0;0;1;1;0;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;17;4;4;30000;863.9;9;8;1;11;1;-1;-1;0;1;1;1;0;0;0;0;0
NVIDIA H100 PCIe [0xa32d];3;17;4;5;30000;920.0;13;8;1;4;1;-2;6;0;1;0;1;1;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;17;4;13;30000;1194.4;10;8;1;5;17;1;0;0;1;0;1;0;0;0;0;0
NVIDIA H100 PCIe [0xa32d];3;17;4;17;30000;1289.2;12;8;1;5;17;-1;1;0;1;1;1;1;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;17;4;32;30000;1297.1;3;8;1;10;17;0;3;0;1;0;1;0;1;0;1;0
NVIDIA H100 PCIe [0xa32d];3;17;5;4;30000;939.4;14;8;1;16;1;-1;-1;0;0;0;1;1;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;17;5;5;30000;1105.7;10;8;1;15;17;-1;2;0;0;0;1;0;0;0;0;0
NVIDIA H100 PCIe [0xa32d];3;17;5;13;30000;1437.7;11;8;1;5;17;0;-2;0;0;0;1;0;2;0;0;0
NVIDIA H100 PCIe [0xa32d];3;17;5;17;30000;1511.2;15;8;1;15;17;-2;0;0;1;0;1;0;0;2;0;0
NVIDIA H100 PCIe [0xa32d];3;17;5;32;30000;1484.8;20;8;1;13;17;-2;6;0;0;0;1;0;2;2;0;0
NVIDIA H100 PCIe [0xa32d];3;17;13;4;30000;1842.4;15;17;1;13;1;1;-2;0;0;0;1;0;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;17;13;5;30000;2113.9;18;17;1;8;1;-2;-2;0;0;0;1;1;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;17;13;13;30000;2617.6;19;8;1;14;1;-1;4;1;1;0;1;1;1;0;0;0
NVIDIA H100 PCIe [0xa32d];3;17;13;17;30000;2761.3;9;17;1;13;1;-1;-1;0;0;0;1;0;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;17;13;32;30000;3171.9;22;17;1;14;1;1;0;0;0;0;1;0;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;17;17;4;30000;2533.8;24;17;1;14;1;-2;-2;0;0;1;1;1;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;17;17;5;30000;2811.1;24;17;1;11;1;0;0;0;0;0;1;0;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;17;17;13;30000;3489.0;18;17;1;16;1;1;0;0;0;0;1;1;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;17;17;17;30000;3883.1;22;17;1;9;1;-1;-1;0;0;0;1;1;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;17;17;32;30000;4019.3;22;17;1;16;1;1;-2;0;0;0;1;0;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;17;32;4;30000;3607.0;22;17;1;16;1;-2;-2;1;1;1;1;0;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;17;32;5;30000;3700.1;22;17;1;5;1;1;-1;0;0;0;1;0;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;17;32;13;30000;5525.7;22;17;1;14;1;-1;-2;0;0;0;1;0;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;17;32;17;30000;6260.2;22;17;1;13;1;-2;-2;1;0;0;1;1;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;17;32;32;30000;7132.8;24;17;1;17;1;-2;-1;0;0;0;1;1;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;20;20;20;30000;4779.0;22;20;1;18;1;1;-2;1;0;1;1;1;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;22;9;9;30000;2761.9;12;8;1;7;1;-1;4;0;0;1;1;0;2;2;0;0
NVIDIA H100 PCIe [0xa32d];3;22;9;16;30000;2843.1;18;8;1;15;1;-2;5;0;1;1;1;1;1;0;0;0
NVIDIA H100 PCIe [0xa32d];3;22;9;22;30000;3032.7;15;8;1;18;22;0;3;0;0;0;1;0;2;2;0;0
NVIDIA H100 PCIe [0xa32d];3;22;9;32;30000;3286.0;20;8;1;17;22;-1;3;0;0;0;1;0;2;2;0;0
NVIDIA H100 PCIe [0xa32d];3;22;16;9;30000;3949.9;22;8;1;5;1;-1;5;0;1;0;1;1;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;22;16;16;30000;4848.0;22;8;1;8;1;-1;3;0;1;0;1;1;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;22;16;22;30000;4269.9;34;8;1;12;1;1;6;0;0;1;1;1;1;0;0;0
NVIDIA H100 PCIe [0xa32d];3;22;22;9;30000;4291.5;24;22;1;14;22;-2;-1;0;0;0;1;0;1;0;0;0
NVIDIA H100 PCIe [0xa32d];3;22;22;16;30000;5006.6;24;22;1;11;1;0;-1;0;1;0;1;0;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;22;22;22;30000;5351.8;24;22;1;15;0;-1;-2;0;0;1;1;0;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;22;22;32;30000;5445.9;22;22;1;17;1;0;-1;1;0;0;1;1;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;23;23;23;30000;5835.5;22;23;1;20;1;1;-2;0;0;0;1;1;1;0;0;0
NVIDIA H100 PCIe [0xa32d];3;24;24;24;30000;5313.7;24;24;1;22;0;-2;-2;0;0;1;1;1;1;0;1;0
NVIDIA H100 PCIe [0xa32d];3;25;4;4;30000;1125.4;9;8;1;22;25;1;4;0;0;0;1;0;2;0;0;0
NVIDIA H100 PCIe [0xa32d];3;25;4;5;30000;1201.7;9;8;1;8;25;0;6;0;0;0;1;0;0;2;0;0
NVIDIA H100 PCIe [0xa32d];3;25;5;4;30000;1280.5;9;8;1;21;1;-1;-2;0;0;0;1;0;0;2;0;0
NVIDIA H100 PCIe [0xa32d];3;25;25;25;30000;6360.2;25;25;1;2;1;-1;-1;1;0;0;1;1;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;26;4;4;30000;1170.7;9;8;1;26;26;1;4;0;0;0;1;0;2;2;0;0
NVIDIA H100 PCIe [0xa32d];3;28;4;4;30000;1312.1;13;8;1;20;1;-2;5;0;1;0;1;0;0;2;0;0
NVIDIA H100 PCIe [0xa32d];3;28;28;28;30000;6251.7;24;28;1;19;0;0;0;0;0;1;1;0;1;0;1;0
NVIDIA H100 PCIe [0xa32d];3;30;30;30;30000;7358.0;25;30;1;18;1;0;0;1;0;0;1;1;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;32;4;4;30000;1434.1;11;8;1;5;32;1;1;0;0;0;1;0;0;0;0;0
NVIDIA H100 PCIe [0xa32d];3;32;4;5;30000;1655.0;16;8;1;32;32;1;6;1;0;1;1;0;0;0;0;0
NVIDIA H100 PCIe [0xa32d];3;32;4;13;30000;2117.7;12;8;1;11;32;1;4;0;1;0;1;0;0;0;0;0
NVIDIA H100 PCIe [0xa32d];3;32;4;17;30000;2403.4;13;8;1;24;32;0;4;0;0;1;1;1;1;0;0;0
NVIDIA H100 PCIe [0xa32d];3;32;4;32;30000;2147.3;24;8;1;29;32;-2;5;0;1;0;1;1;0;0;1;0
NVIDIA H100 PCIe [0xa32d];3;32;5;4;30000;1531.9;18;8;1;26;1;1;4;0;0;1;1;1;2;2;0;0
NVIDIA H100 PCIe [0xa32d];3;32;5;5;30000;1676.6;18;8;1;14;1;0;4;1;0;0;1;0;2;2;0;0
NVIDIA H100 PCIe [0xa32d];3;32;5;13;30000;2007.4;11;8;1;27;32;-2;6;0;1;1;1;0;0;0;0;0
NVIDIA H100 PCIe [0xa32d];3;32;5;17;30000;1945.0;22;8;1;16;32;-2;0;0;0;0;1;1;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;32;5;32;30000;2012.5;24;32;1;9;32;-1;6;0;0;1;1;1;2;0;1;0
NVIDIA H100 PCIe [0xa32d];3;32;13;4;30000;2619.4;24;8;1;1;1;1;6;0;0;0;1;0;0;0;0;0
NVIDIA H100 PCIe [0xa32d];3;32;13;5;30000;2802.7;22;8;1;10;1;0;6;1;0;0;1;1;2;0;0;0
NVIDIA H100 PCIe [0xa32d];3;32;13;13;30000;3409.9;20;8;1;18;1;1;5;0;1;0;1;0;0;0;0;0
NVIDIA H100 PCIe [0xa32d];3;32;13;17;30000;3500.8;22;8;1;9;1;-1;6;0;0;0;1;1;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;32;13;32;30000;3496.2;11;8;1;16;1;-1;1;0;1;0;1;0;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;32;17;4;30000;2740.7;22;32;1;5;1;-2;0;0;0;0;1;1;1;0;0;0
NVIDIA H100 PCIe [0xa32d];3;32;17;5;30000;2842.7;22;32;1;9;0;-1;1;0;0;1;1;1;1;0;0;0
NVIDIA H100 PCIe [0xa32d];3;32;17;13;30000;3748.5;22;32;1;22;0;-1;0;0;0;0;1;1;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;32;17;17;30000;4086.9;22;32;1;7;0;0;1;1;0;0;1;1;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;32;17;32;30000;4039.2;22;32;1;28;1;-1;0;0;1;1;1;1;1;1;0;0
NVIDIA H100 PCIe [0xa32d];3;32;32;4;30000;4157.6;33;32;1;10;0;1;1;0;0;1;1;1;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;32;32;5;30000;4569.1;33;32;1;11;0;0;-1;1;0;0;1;1;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;32;32;13;30000;7040.8;34;32;1;7;1;0;1;0;0;0;1;1;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;32;32;17;30000;7346.0;24;32;1;28;1;0;-1;1;0;1;1;0;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;32;32;32;30000;8244.6;25;32;1;29;1;-1;-2;1;0;1;1;1;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;35;35;35;30000;5225.1;22;35;1;23;1;1;0;0;0;0;1;0;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;36;36;36;30000;5365.8;22;36;1;23;0;0;0;0;0;0;1;0;1;2;0;0
NVIDIA H100 PCIe [0xa32d];3;40;40;40;30000;4928.9;44;40;1;22;1;-1;0;0;0;0;1;0;1;2;0;0
